"Financial Year","Return Type","Name","Creditor Name","Address Line 1","Address Line 2","Suburb","State","Postcode","Amount owed","Financial or Non-financial institution"
"2019-20","Associated Entity Return","Australian Workers Union WA Branch","AWU National Office","Level 1","16-20 Good Street","Granville","NSW","2142","36101","Non-financial"
"2019-20","Associated Entity Return","Australian Workers Union WA Branch","AWU National Office","Level 1","16-20 Good Street","Granville","NSW","2142","31275","Non-financial"
"2019-20","Associated Entity Return","Australian Workers Union WA Branch","AWU National Office","Level 1","16-20 Good Street","Granville","NSW","2142","38497","Non-financial"
"2019-20","Associated Entity Return","Australian Workers Union WA Branch","AWU National Office","Level 1","16-20 Good Street","Granville","NSW","2142","37142","Non-financial"
"2019-20","Associated Entity Return","Australian Workers Union WA Branch","AWU National Office","Level 1","16-20 Good Street","Granville","NSW","2142","33397","Non-financial"
"2019-20","Associated Entity Return","Australian Workers Union WA Branch","AWU National Office","Level 1","16-20 Good Street","Granville","NSW","2142","36364","Non-financial"
"2019-20","Associated Entity Return","Australian Workers Union WA Branch","AWU National Office","Level 1","16-20 Good Street","Granville","NSW","2142","41159","Non-financial"
"2019-20","Associated Entity Return","Australian Workers Union WA Branch","AWU National Office","Level 1","16-20 Good Street","Granville","NSW","2142","36762","Non-financial"
"2019-20","Associated Entity Return","Australian Workers Union WA Branch","KPMG","235 St George’s Terrace","","Perth","WA","6000","15233","Non-financial"
"2019-20","Associated Entity Return","Australian Workers Union WA Branch","Quick Super","GPO Box 1901","","Melbourne","VIC","3000","17590","Non-financial"
"2019-20","Associated Entity Return","Automotive Food Metals Engineering Printing & Kindred Ind. Union","AUSTRALIAN TAXATION OFFICE","LOCKED BAG 1793","","PENRITH","NSW","1793","453187","Non-financial"
"2019-20","Associated Entity Return","Automotive Food Metals Engineering Printing & Kindred Ind. Union","CITY FORD - NSW","GPO BOX 5452","","SYDNEY","NSW","2001","36969","Non-financial"
"2019-20","Associated Entity Return","Automotive Food Metals Engineering Printing & Kindred Ind. Union","DEPT.TRANSPORT VEH/REGISTRATIONS 1/8/20","GPO BOX R1290","","PERTH","WA","6844","14124","Non-financial"
"2019-20","Associated Entity Return","Automotive Food Metals Engineering Printing & Kindred Ind. Union","GILLEN MOTORS PTY LTD","66-76 PARRAMATTA ROAD","","LIDCOMBE","NSW","2141","176031","Non-financial"
"2019-20","Associated Entity Return","Automotive Food Metals Engineering Printing & Kindred Ind. Union","IT INTEGRITY","S34, L2 330 WATTLE ST","","ULTIMO  NSW  2007","NSW","2007","21705","Non-financial"
"2019-20","Associated Entity Return","Automotive Food Metals Engineering Printing & Kindred Ind. Union","MCPHERSONS PRINTING GROUP","PO BOX 143","","MARYBOROUGH","VIC","3465","21046","Non-financial"
"2019-20","Associated Entity Return","Automotive Food Metals Engineering Printing & Kindred Ind. Union","SIEMENS LTD","885 MOUNTAIN HIGHWAY","","BAYSWATER","VIC","3153","26125","Non-financial"
"2019-20","Associated Entity Return","AWU - Australian Workers Union (Tasmanian Branch)","Australian Taxation Office","Locked Bag 1936","","ALBURY","NSW","2640","56954","Non-financial"
"2019-20","Associated Entity Return","AWU - Australian Workers Union (Tasmanian Branch)","Australian Workers' Union National Office","level 10 / 377-383 Sussex Street","","SYDNEY","NSW","2000","16964","Non-financial"
"2019-20","Associated Entity Return","Bunori Pty Limited","Australian Taxation Office","G.P.O. Box 9990","","SYDNEY","NSW","2001","77616","Non-financial"
"2019-20","Associated Entity Return","Bunori Pty Limited","KPMG","P.O Box H67","","AUSTRALIA SQUARE","NSW","1213","49050","Non-financial"
"2019-20","Associated Entity Return","Bunori Pty Limited","Liberal Properties Limited","Locked Bag 2","","KINGS CROSS","NSW","1340","1722252","Non-financial"
"2019-20","Associated Entity Return","Canberra Labor Club Limited","ACT Gambling And Racing Commission","GPO Box 158","","Canberra","ACT","2601","55342","Non-financial"
"2019-20","Associated Entity Return","Canberra Labor Club Limited","ACT REVENUE OFFICE RATES","PO Box 252","","Civic Square","ACT","2608","163288","Non-financial"
"2019-20","Associated Entity Return","Canberra Labor Club Limited","Aruze Gaming Australia Pty Ltd","PO Box 252","","Alexandria","NSW","1435","67650","Non-financial"
"2019-20","Associated Entity Return","Canberra Labor Club Limited","Australia and New Zealand Banking Group Limited - Car Park","BusBK ACT C Post C/- Money Market Operations","15/100 Queen St","Melbourne","VIC","3000","6325000","Non-financial"
"2019-20","Associated Entity Return","Canberra Labor Club Limited","Australia and New Zealand Banking Group Limited - City Walk","BusBK ACT C Post C/- Money Market Operations","15/100 Queen St","Melbourne","VIC","3000","2125751","Non-financial"
"2019-20","Associated Entity Return","Canberra Labor Club Limited","Australia and New Zealand Banking Group Limited - Hotel","BusBK ACT C Post C/- Money Market Operations","15/100 Queen St","Melbourne","VIC","3000","23265000","Non-financial"
"2019-20","Associated Entity Return","Canberra Labor Club Limited","BLOC (ACT) Pty Ltd","PO Box 7127","","Yarralumlua","ACT","2600","108413","Non-financial"
"2019-20","Associated Entity Return","Canberra Labor Club Limited","BMT Tax Depreciation Pty Ltd","GPO Box 2526","","Canberra","ACT","2526","71610","Non-financial"
"2019-20","Associated Entity Return","Canberra Labor Club Limited","Colliers International (ACT) Pty Ltd","Ground Floor","21-23 Marcus Clarke Street","Canberra","ACT","2600","277365","Non-financial"
"2019-20","Associated Entity Return","Canberra Labor Club Limited","Coordinate Group Pty Ltd","Level 3","19 Marcus Clarke Stree","Canberra City","ACT","2601","14278","Non-financial"
"2019-20","Associated Entity Return","Canberra Labor Club Limited","Ecash Pty Ltd","Level 1","13-15 Lyon Park Rd","North Ryde","NSW","2113","61649","Non-financial"
"2019-20","Associated Entity Return","Canberra Labor Club Limited","Express Super","Level 2","67 Albert Ave","Chatswood","NSW","2067","23041","Non-financial"
"2019-20","Associated Entity Return","Canberra Labor Club Limited","Gallagher and Co (Aus) LTD","PO Box 263","","Deakin West","ACT","2600","274841","Non-financial"
"2019-20","Associated Entity Return","Canberra Labor Club Limited","I G T (Australia) Pty Ltd","PO Box 537","","Mascot","NSW","1460","73334","Non-financial"
"2019-20","Associated Entity Return","Canberra Labor Club Limited","Precision Signs","PO Box 135","","Wagga","NSW","2650","16368","Non-financial"
"2019-20","Associated Entity Return","Canberra Labor Club Limited","SNP Security","PO Box 601","","West Ryde","NSW","1685","22895","Non-financial"
"2019-20","Associated Entity Return","CEC Australia (Services) Pty Ltd","Bank of Queensland Equipment Finance Ltd","Level 18 259 Queens St","","BRISBANE","QLD","4001","67228","Financial"
"2019-20","Associated Entity Return","CEC Australia (Services) Pty Ltd","Capital Finance Australia Limited","Level 3 20 Lexington Drive ","Norwest Business Park","BELLA VISTA","NSW","2153","15561","Financial"
"2019-20","Associated Entity Return","CEC Australia (Services) Pty Ltd","Colin Horne","14 Champ St","","Coburg","VIC","3058","152134","Non-financial"
"2019-20","Associated Entity Return","CEC Australia (Services) Pty Ltd","Craig and Noelene Isherwood","595 Sydney Rd","","Coburg","VIC","3058","223750","Non-financial"
"2019-20","Associated Entity Return","CEC Australia (Services) Pty Ltd","Dennis and Jan Pukallus","30 Plover Drive","","EAGLEBY","QLD","4207","46395","Non-financial"
"2019-20","Associated Entity Return","CEC Australia (Services) Pty Ltd","Gordon Hunter","Back Avoca Rd","","GULARGAMBONE","NSW","2828","53909","Non-financial"
"2019-20","Associated Entity Return","CEC Australia (Services) Pty Ltd","Graeme Lynch","P O Box 5315","","MANLY","QLD","4179","72425","Non-financial"
"2019-20","Associated Entity Return","CEC Australia (Services) Pty Ltd","Henry Broadbent","Unit 19 25 Anderson Rd","","Sunbury","VIC","3429","37245","Non-financial"
"2019-20","Associated Entity Return","CEC Australia (Services) Pty Ltd","Ian McCaffrey","31 Kundle Kundle Rd","","CUNDLETOWN","NSW","2430","70228","Non-financial"
"2019-20","Associated Entity Return","CEC Australia (Services) Pty Ltd","Judith Sudholz","39 Brookton Highway","","BROOKTON","WA","6306","72020","Non-financial"
"2019-20","Associated Entity Return","CEC Australia (Services) Pty Ltd","Keith and Deslie Kerr","11 Alma St","","CRAIGIEBURN","VIC","3064","46759","Non-financial"
"2019-20","Associated Entity Return","CEC Australia (Services) Pty Ltd","Konica Minolta Business Solutions Pty Ltd","Level 5","441 St Kilda Rd","MELBOURNE","VIC","3004","49078","Financial"
"2019-20","Associated Entity Return","CEC Australia (Services) Pty Ltd","Lloyd Duggan","P O Box 29","","LOWOOD","QLD","4311","25459","Non-financial"
"2019-20","Associated Entity Return","CEC Australia (Services) Pty Ltd","Michale Sita","40 Leichhardt Dr","","TWO ROCKS","WA","6037","41006","Non-financial"
"2019-20","Associated Entity Return","CEC Australia (Services) Pty Ltd","Noel Stratford","17 McGregor St","","MOUNT GAMBIER","SA","5290","140000","Non-financial"
"2019-20","Associated Entity Return","CEC Australia (Services) Pty Ltd","Tom Lalwer Transport Superannuation Fund","71 Gardiner St","","RUTHERFORD","NSW","2320","172421","Non-financial"
"2019-20","Associated Entity Return","CEC Australia (Services) Pty Ltd","Trudy Campbell","P O Box 227 ","","BERRY SPRINGS","NT","0838","114852","Non-financial"
"2019-20","Associated Entity Return","CEC Australia (Services) Pty Ltd","Warwick Hunt","25 Willowbank Place","","GERRINGONG","NSW","2534","274502","Non-financial"
"2019-20","Associated Entity Return","CEPU - Electrical Division QLD & NT ","BBC Digital","459 Nudgee Road","","HENDRA","QLD","4011","96001","Non-financial"
"2019-20","Associated Entity Return","CEPU - Electrical Division QLD & NT ","Causeis","Suite 1/4 371 Macarthur Ave","","HAMILTON","QLD","4007","20677","Non-financial"
"2019-20","Associated Entity Return","CEPU - Electrical Division QLD & NT ","The Trustee for CEPU Qld - Electrical Division Queensland Divisional Branch Distress Mortality and Building Trust","41 Peel Street ","","SOUTH BRISBANE","QLD","4101","600000","Non-financial"
"2019-20","Associated Entity Return","CEPU Engineering & Electrical Division WA Branch","AUSTRALIAN TAXATION OFFICE","LOCKED BAG 1936","","ALBURY","NSW","2640","65598","Non-financial"
"2019-20","Associated Entity Return","CEPU Plumbing Division - NSW (CEPU of Australia NSW Branch)","ATO","Locked Bag 8086","","KINGSGROVE","NSW","2208","50960","Non-financial"
"2019-20","Associated Entity Return","CEPU Plumbing Division - NSW (CEPU of Australia NSW Branch)","CEPU Plumbing Division - Victorian Branch","52 Victoria Street","","Carlton South","VIC","3053","851917","Non-financial"
"2019-20","Associated Entity Return","CEPU Plumbing Division Queensland Branch","Australian Tax Office","GPO Box 990","","SYDNEY","NSW","2001","150884","Non-financial"
"2019-20","Associated Entity Return","CEPU Plumbing Division Queensland Branch","CEPU - Plumbers Division","52 Victoria Street","","CARLTON","VIC","3053","193654","Non-financial"
"2019-20","Associated Entity Return","CEPU Plumbing Division Queensland Branch","Plumbers & Gasfitters Employees Union of Qld","PO Box 3596","","SOUTH BRISBANE BC","QLD","4101","1356314","Non-financial"
"2019-20","Associated Entity Return","CEPU Plumbing Division Queensland Branch","Super Clearing House","PO Box 56","","PARRAMATTA","NSW","2124","26246","Non-financial"
"2019-20","Associated Entity Return","CEPU Plumbing Division Victoria","ATO","Locked Bag 8086","","Kingsrove","NSW","2208","263814","Non-financial"
"2019-20","Associated Entity Return","CEPU Plumbing Division Victoria","CEPU - National Office","Suite 408 Level 4, 30-40 Harcourt Parade","","ROSEBERRY","NSW","2018","15809","Non-financial"
"2019-20","Associated Entity Return","CEPU Plumbing Division Victoria","CEPU Communication Division","Level 9, 365 Queen Street","","Melbourne","VIC","3000","27162","Non-financial"
"2019-20","Associated Entity Return","CEPU Plumbing Division Victoria","CEPU Plumbing Division - National Office","52 Victoria Street","","Carlton","VIC","3053","910110","Non-financial"
"2019-20","Associated Entity Return","CEPU Plumbing Division Victoria","Commonwealth Bank","727 Collins St","","Docklands","VIC","3008","17731","Financial"
"2019-20","Associated Entity Return","CEPU Plumbing Division Victoria","Members Equity Bank","L28, 360 Elizabeth Street","","MELBOURNE","VIC","3000","22920","Financial"
"2019-20","Associated Entity Return","CEPU Plumbing Division Victoria","Raw Recruitment and Services Pty Ltd","22-28 Phoenix St","","BRUNSWICK","VIC","3056","16880","Non-financial"
"2019-20","Associated Entity Return","CEPU Plumbing Division Victoria","United Supert Pty Ltd ATF Cbus Superannuation","2 Lonsdale Street","","MELBOURNE","VIC","3000","33678","Non-financial"
"2019-20","Associated Entity Return","Citizens Media Group Pty Ltd","CEC AUSTRALIA (SERVICES) PTY LTD","595 Sydney Rd","","COBURG","VIC","3058","30100","Non-financial"
