"Event","Media ID","Name","Business Name","Return Type","Address Line 1","Address Line 2","Suburb","State","Postcode","Total Amount"
"2004 Federal Election","4839","4RGL","Gladstone & District Christian Broadcasting Assn Inc","Broadcaster","PO Box 5200","","GLADSTONE","QLD","4680","440"
"2004 Federal Election","5167","4RIM","Scenic Rim Broadcasting Association Inc","Broadcaster","PO Box 243","","BOONAH","QLD","4310","0"
"2004 Federal Election","4517","4RO","Rockhampton Broadcasting Company","Broadcaster","PO Box 159","","ROCKHAMPTON","QLD","4700","12133"
"2004 Federal Election","5343","4RR FM","Bidjara Media and Broadcasting Company","Broadcaster","PO Box 687","","CHARLEVILLE","QLD","4470","0"
"2004 Federal Election","4540","4SB (10-71AM)","Forsby Pty Ltd","Broadcaster","PO Box 305","","KINGAROY","QLD","4610","7034"
"2004 Federal Election","5239","4SDA","SDA Radio Association Inc","Broadcaster","PO Box 1334","","BUDERIM","QLD","4556","1850"
"2004 Federal Election","5165","4TCB","Townsville Christian Braodcasters Association","Broadcaster","PO Box 332","","AITKENVALE","QLD","4814","0"
"2004 Federal Election","4856","4TCR","Toowoomba Christian Broadcasters Assoc Inc","Broadcaster","PO Box 3367","","TOOWOOMBA","QLD","4350","0"
"2004 Federal Election","5242","4TO FM 102.3","Macquarie Regional Radioworks","Broadcaster","PO Box 900","","CASTLE HILL","QLD","4810","31978"
"2004 Federal Election","4242","4TTT FM 103.9FM","Townsville Community Broadcasting Co Ltd","Broadcaster","PO Box 1033","","TOWNSVILLE","QLD","4810","1800"
"2004 Federal Election","4223","4WK","Amalgamated Marketing Pty Ltd","Broadcaster","PO Box 403","","TOOWOOMBA","QLD","4350","4945"
"2004 Federal Election","4535","4ZKZ","Coastal Broadcasters Pty Ltd","Broadcaster","PO Box 19","","INNISFAIL","QLD","4860","1633"
"2004 Federal Election","4294","531 3GG AM","Votraint No 691","Broadcaster","PO Box 531","","WARRAGUL","VIC","3820","8565"
"2004 Federal Election","5082","540am 7SD","Tasmanian Radio Network","Broadcaster","GPO Box 1800","","HOBART GPO","TAS","7001","4559"
"2004 Federal Election","4528","558am 7BU","Tasmanian Radio Network","Broadcaster","GPO Box 1800","","HOBART GPO","TAS","7001","2199"
"2004 Federal Election","5260","5CCR FM","Ceduna Community Radio","Broadcaster","Po Box 271","","CEDUNA","SA","5690","0"
"2004 Federal Election","5067","5CN9A","Broken Hill Television Ltd","Broadcaster","PO Box 305","","PORT PIRIE","SA","5540","2002"
"2004 Federal Election","4842","5DDD","PMBA Inc","Broadcaster","PO Box 937","","STEPNEY","SA","5069","0"
"2004 Federal Election","5047","5DN-1323","Southern State Broadcasters Pty Ltd","Broadcaster","PO Box 5","","NORTH ADELAIDE","SA","5006","440"
"2004 Federal Election","4313","5EBI-FM","Ethnic Broadcasters Inc","Broadcaster","10 Byron Place","","ADELAIDE","SA","5000","0"
"2004 Federal Election","4993","5EFM","Radio 5 EFFM the Sound of the Fleurieu","Broadcaster","po Box 591","","VICTOR HARBOR","SA","5211","54"
"2004 Federal Election","5225","5FBI Fresh FM","Fresh Broadcasters Inc","Broadcaster","Level 2/230 Angas St","","ADELAIDE","SA","5000","0"
"2004 Federal Election","5068","5GS42","Spencer Gulf Telecasters Ltd","Broadcaster","PO Box 305","","PORT PIRIE","SA","5540","15113"
"2004 Federal Election","4263","5MBS","Music Broadcasting Society Of SA Inc","Broadcaster","165 Hutt Street","","ADELAIDE","SA","5000","0"
"2004 Federal Election","4389","5MMM FM","Triple M Adelaide","Broadcaster","128 Greenhill Road","","UNLEY","SA","5061","59197"
"2004 Federal Election","4256","5PBA-FM","Para Broadcasters Assoc Inc","Broadcaster","PO Box 433","","SALISBURY","SA","5108","66"
"2004 Federal Election","5345","5RCB","Rhema FM Mount Gambier","Broadcaster","PO Box 1465","","MOUNT GAMBIER","SA","5290","0"
"2004 Federal Election","5106","5SE 963 AM","South Eastern Broadcasters Pty Ltd","Broadcaster","PO Box 500","","MOUNT GAMBIER","SA","5290","1904"
"2004 Federal Election","5305","5SEF","South Eastern Broadcasters","Broadcaster","Po Box 500","","MOUNT GAMBIER","SA","5290","0"
"2004 Federal Election","4475","5SEF 96.1 Star FM Mount Gambier","South Eastern Broadcasters Pty Ltd","Broadcaster","PO Box 500","","MOUNT GAMBIER","SA","5290","954"
"2004 Federal Election","4329","5TCB FM","Tatiara Community FM Broadcasters Inc","Broadcaster","PO Box 526","","BORDERTOWN","SA","5268","292"
"2004 Federal Election","4846","5THE","5THE FM Millicent Community Access Radio Inc","Broadcaster","PO Box 701","","MILLICENT","SA","5280","0"
"2004 Federal Election","4777","5YYY","Whyalla FM Public Broadcasting Assoc Inc","Broadcaster","PO Box 2181","","WHYALLA NORRIE","SA","5608","160"
"2004 Federal Election","5135","6AAY- Hot FM Albany","Belcap Investments Pty Ltd","Broadcaster","PO Box 5293","","ALBANY","WA","6330","0"
"2004 Federal Election","5131","6AM Radio West","Radio 6AM Pty Ltd","Broadcaster","125 Fitzgerald Street","","NORTHAM","WA","6401","653"
"2004 Federal Election","5128","6BY Radio West","RadioWest Broadcasters","Broadcaster","PO Box 148","","BUNBURY","WA","6230","247"
"2004 Federal Election","4847","6CRA","Albany Community Radio Inc 100.9FM","Broadcaster","211/217 North Rd","","ALBANY","WA","6330","0"
"2004 Federal Election","5340","6HCR","Port Headland Indigenous Media Aboriginal Corporation- Mulba","Broadcaster","PO Box 354","","PORT HEDLAND","WA","6721","0"
"2004 Federal Election","5256","6HFM","Heritage Fm Inc","Broadcaster","PO Box 255","","GOSNELLS PRIVATE BOXES","WA","6990","728"
"2004 Federal Election","5257","6HRV","Harvey Community Radio 96.5 FM","Broadcaster","PO Box 265","","HARVEY","WA","6220","0"
"2004 Federal Election","5130","6KG Radio West","Regional Broadcasters Australia Pty Ltd","Broadcaster","PO Box 10067","","KALGOORLIE","WA","6430","7938"
"2004 Federal Election","5133","6MD Radio West","Mid-Districts Radio Pty Ltd","Broadcaster","1 George Street","","MERREDIN","WA","6415","1322"
"2004 Federal Election","4395","6MIX","Mix 94.5- Austereo Pty Ltd","Broadcaster","283 Rokeby Road","","SUBIACO","WA","6008","99412"
"2004 Federal Election","4762","6MKA/MeekaFM","MEEKA FM Community Radio Station Inc","Broadcaster","PO Box 259","","MEEKATHARRA","WA","6642","0"
"2004 Federal Election","5132","6NA Radio West","Radio West","Broadcaster","19 Fortune St","","NARROGIN","WA","6312","563"
"2004 Federal Election","4305","6NOW","96FM","Broadcaster","Level 1, 169 Hay St","","EAST PERTH","WA","6004","13433"
"2004 Federal Election","4399","6PPM","92.9 Austereo Pty Ltd","Broadcaster","283 Rokeby Road","","SUBIACO","WA","6008","51455"
"2004 Federal Election","5138","6SE Radio West","Esperance Broadcasters","Broadcaster","PO Box 527","","ESPERANCE","WA","6450","4484"
"2004 Federal Election","4849","6SON","98.5 Sonshine FM","Broadcaster","PO Box 430","","MORLEY PRIVATE BOXES","WA","6943","0"
"2004 Federal Election","5129","6TZ Radio West","RadioWest Broadcasters Pty Ltd","Broadcaster","PO Box 148","","BUNBURY","WA","6230","2029"
"2004 Federal Election","5134","6VA Radio Wesr","Belcap Investments Pty Ltd","Broadcaster","PO Box 5293","","ALBANY","WA","6330","319"
"2004 Federal Election","5136","6WB Radio West","Radio West Broadcasters Pty Ltd","Broadcaster","PO Box 148","","BUNBURY","WA","6230","839"
"2004 Federal Election","5055","6WR","Waringarri Media Aboriginal Corporation","Broadcaster","PO Box 815","","KUNUNURRA","WA","6743","988"
"2004 Federal Election","5270","6YMS","Youth Media Society of WA Inc","Broadcaster","PO Box 312","","SOUTH PERTH","WA","6151","0"
"2004 Federal Election","5115","7BOD","BOD FM","Broadcaster","PO Box 317","","ST HELENS","TAS","7216","390"
"2004 Federal Election","4888","7DBS","Coastal FM Inc","Broadcaster","PO Box 333","","WYNYARD","TAS","7325","85"
"2004 Federal Election","4851","7HFC FM (Known as Ultra 106 Five)","Hope Foundation Communicators Inc","Broadcaster","PO Box 95","","NORTH HOBART PRIVATE BOXES","TAS","7002","798"
"2004 Federal Election","5113","7HRT","Northern Midlands Broadcaster","Broadcaster","Gordon Street","","POATINA","TAS","7302","0"
"2004 Federal Election","5110","7LTN (City Park Radio)","Launceston Community FM Group Inc","Broadcaster","PO Box 1501","","LAUNCESTON","TAS","7250","0"
"2004 Federal Election","5197","7RPH","PRPH Print Radio Tasmania","Broadcaster","136 Davey Street","","HOBART","TAS","7000","0"
"2004 Federal Election","4804","7THE","Hobart Fin Inc","Broadcaster","GPO Box 1324","","HOBART GPO PRIVATE BOXES","TAS","7001","0"
"2004 Federal Election","5273","87.8 CU2 FM","University of Canberra Union","Broadcaster","Building 1, University of Canberra","","BRUCE","ACT","2617","0"
"2004 Federal Election","4306","882 6PR","6PR","Broadcaster","Level 1 169 Hay Street","","EAST PERTH PRIVATE BOXES","WA","6892","31004"
"2004 Federal Election","4855","8GGG FM","Rhema FM","Broadcaster","PO Box 43146","","CASUARINA PRIVATE BOXES","NT","0811","0"
"2004 Federal Election","4534","8HA","Alice Springs Commercial Broadcasters","Broadcaster","PO Box 2106","","ALICE SPRINGS PRIVATE BOXES","NT","0871","2121"
"2004 Federal Election","5326","90.7 SYNFM","Student Youth Network","Broadcaster","PO box 12013","","A'BECKETT STREET PO","VIC","8006","0"
"2004 Federal Election","5092","90.9 Sea FM","Sea FM Gold Coast Pty Ltd","Broadcaster","PO Box 5910","","GOLD COAST MAIL CENTRE","QLD","9726","31931"
"2004 Federal Election","4529","900am 7AD","Tasmanian Radio Network","Broadcaster","GPO Box 1800","","HOBART GPO","TAS","7001","4669"
"2004 Federal Election","4253","91.1 Sea FM","Radio 3CV Pty Ltd","Broadcaster","PO Box 108","","GOLDEN SQUARE","VIC","3555","1872"
"2004 Federal Election","4533","91.9 SEA FM","Sunshine Coast Broadcasters Pty Ltd","Broadcaster","Private Mail Bag Number 1","","MAROOCHYDORE","QLD","4558","29070"
"2004 Federal Election","5091","92.5 Gold FM","Gold Coast FM Pty Ltd","Broadcaster","Private Bag 925","","GOLD COAST MAIL CENTRE","QLD","9726","25047"
"2004 Federal Election","5021","92.7 Kix FM","Bundaberg Broadcasters Pty Ltd","Broadcaster","Po Box 1059","","BUNDABERG","QLD","4670","761"
"2004 Federal Election","3959","92.7 MIX FM","Sunshine Coast Broadcasters","Broadcaster","Private Mail Bag Number 1","","SUNSHINE COAST BUSINESS CENTRE","QLD","4558","16693"
"2004 Federal Election","4496","93.1 Real FM (2GEE)","Mudgee Broadcasting Company Pty Ltd","Broadcaster","PO Box 17","","MUDGEE","NSW","2850","6014"
"2004 Federal Election","4553","93.1 Sea FM (Bundaberg) 4RGB","Maryborough Broadcasting Corporation","Broadcaster","PO Box 143","","MARYBOROUGH","QLD","4650","9570"
"2004 Federal Election","5341","93.5 Star FM Dubbo","Dubbo FM Pty Ltd","Broadcaster","Locked Bag 55","","DUBBO","NSW","2830","1904"
"2004 Federal Election","4102","93.9 Hitz FM","Bundaberg Broadcasters Pty Ltd","Broadcaster","PO Box 1059","","BUNDABERG","QLD","4670","9330"
"2004 Federal Election","4266","93.9 Star FM","93.9 Star FM","Broadcaster","PO Box 31","","YOUNG","NSW","2594","1335"
"2004 Federal Election","5084","94.1FM","Radio Hope Network","Broadcaster","PO Box 16","","SANCTUARY COVE","QLD","4212","1000"
"2004 Federal Election","5108","94.3 Sea FM","Votraint No 691 Pty Ltd","Broadcaster","PO Box 531","","WARRAGUL","VIC","3820","13680"
"2004 Federal Election","5306","94.5FM 8KNB","Radio Larrakia","Broadcaster","PO Box 1097","","NIGHTCLIFF","NT","0810","0"
"2004 Federal Election","4478","95.3 Huon FM Community Radio","Huon FM Community Radio","Broadcaster","10 School Road","","GEEVESTON","TAS","7116","0"
"2004 Federal Election","4101","96.5 FM","Family Radio","Broadcaster","PO Box 965","","MILTON","QLD","4064","0"
"2004 Federal Election","5020","97.1 Kix FM","Bundaberg Broadcasters Pty Ltd","Broadcaster","PO Box 1059","","BUNDABERG","QLD","4670","1391"
"2004 Federal Election","4091","97.3 Coast FM","West Coast Radio Pty Ltd","Broadcaster","141 Mandurah Tce","","MANDURAH","WA","6210","8415"
"2004 Federal Election","4406","97.3FM","Brisbane FM Radio Pty Ltd","Broadcaster","PO Box 973","","COORPAROO","QLD","4151","93546"
"2004 Federal Election","5308","97.7 FM","Tasman Community Broadcasters Inc","Broadcaster","PO Box 1000","","NUBEENA","TAS","7184","0"
"2004 Federal Election","5154","979FM","3 RIM Inc","Broadcaster","Centenary Ave","","MELTON","VIC","3337","2259"
"2004 Federal Election","5229","98.1 FM","Ethnic Broadcasting Association of QLD","Broadcaster","PO Box 7300","","EAST BRISBANE","QLD","4169","0"
"2004 Federal Election","4565","98.1 Power FM (2VLY)","Radio Hunter Valley","Broadcaster","PO Box 600","","MUSWELLBROOK","NSW","2333","3278"
"2004 Federal Election","5000","99.1 Smart FM","Swan Hill and District Community Radio","Broadcaster","PO Box 998","","SWAN HILL","VIC","3585","200"
"2004 Federal Election","4487","99.7","Radio 2RG Pty Ltd","Broadcaster","PO Box 1005","","GRIFFITH","NSW","2680","3550"
"2004 Federal Election","5088","99.7 FM","Goolarri Media Enterprises","Broadcaster","PO Box 2708","","BROOME","WA","6725","1440"
"2004 Federal Election","5215","99.9 & 99.5 3TR FM","Ace Radio Broadcasters","Broadcaster","PO Box 1242","","TRARALGON","VIC","3844","20662"
"2004 Federal Election","2706","Adelaide Church Guardian","Anglican Church","Publisher","PO Box 556","","GLENELG","SA","5045","0"
"2004 Federal Election","4303","ADS-10","Network Ten (Adelaide) Pty Ltd","Broadcaster","1 Saunders St","","PYRMONT","NSW","2009","728223"
"2004 Federal Election","5102","AEB Hot FM","Barrier Reef","Broadcaster","PO Box 183","","MACKAY","QLD","4740","1779"
"2004 Federal Election","5027","AEU Journal","Australian Education Union","Publisher","163 Greenhill Road","","PARKSIDE","SA","5063","0"
"2004 Federal Election","3179","AEU News","Australian Educations Union Vic Branch","Publisher","Po Box 363","","ABBOTSFORD","VIC","3067","0"
"2004 Federal Election","540","Albany Advertiser","Albany Advertiser Pty Ltd","Publisher","165 York Street","","ALBANY","WA","6330","7097"
"2004 Federal Election","5287","Albany and Great Southern Weekender","Albany and Great Southern Weekender","Publisher","107 Stead Rd","","ALBANY","WA","6330","481"
"2004 Federal Election","1213","Albert & Logan News","Quest Community Newspapers","Publisher","PO Box 104","","ALDERLEY","QLD","4051","3238"
"2004 Federal Election","1766","Alice Springs News","Erwin Chlanda Pty Ltd","Publisher","PO Box 1613","","ALICE SPRINGS PRIVATE BOXES","NT","0871","2126"
"2004 Federal Election","398","Allora Advertiser","Allora Advertiser","Publisher","53 Herbert St","","ALLORA","QLD","4362","0"
"2004 Federal Election","4080","Alpine Observer","North East Newspapers","Publisher","Po Box 341","","MYRTLEFORD PRIVATE BOXES","VIC","3736","594"
"2004 Federal Election","5157","Alpine Radio 90.5 FM","Kiewa Valley Community Radio Association Inc","Broadcaster","PO Box 331","","MOUNT BEAUTY","VIC","3699","0"
"2004 Federal Election","4013","AMV","Prime Television (Victoria) Pty Ltd","Broadcaster","PO Box 878","","DICKSON","ACT","2602","378518"
"2004 Federal Election","4771","Anglican Encounter","Anglican Diocese of Newcastle","Publisher","PO Box 817","","NEWCASTLE","NSW","2300","0"
"2004 Federal Election","4386","An-Nahar Newspaper","Australian Lebanese Media","Publisher","PO Box 391","","CAMPSIE","NSW","2194","9243"
"2004 Federal Election","2710","Annals Australia","Chevalier Press","Publisher","Po Box 13","","KENSINGTON","NSW","2033","0"
"2004 Federal Election","3977","Arafora Times","Arafora Publishing (NT) P/L","Publisher","PO Box 1369","","NHULUNBUY PRIVATE BOXES","NT","0881","0"
"2004 Federal Election","1767","Arafura Times","Arafura Publishing ( NT ) Pty Ltd","Publisher","PO Box 1369","","NHULUNBUY PRIVATE BOXES","NT","0881","878"
"2004 Federal Election","284","Ararat Advertiser","Regional Publishers (Western Vic)","Publisher","PO Box 93","","ARARAT","VIC","3377","1713"
"2004 Federal Election","125","Area News","Riverina Media Group (Griffith)_","Publisher","PO Box 35","","WAGGA WAGGA","NSW","2650","6863"
"2004 Federal Election","5183","Arena","Foxtel","Broadcaster","Wharf 8","","PYRMONT","NSW","2009","22215"
"2004 Federal Election","5354","Arena","Telstra Pay TV Pty Ltd","Broadcaster","L6, 151 Clarence Street","","SYDNEY","NSW","2000","22215"
"2004 Federal Election","4365","ATN7","Channel 7 Sydney Pty Ltd","Broadcaster","PO Box 777","","PYRMONT","NSW","2009","1817477"
"2004 Federal Election","4302","ATV-10","Network Ten (Melbourne) Pty Ltd","Broadcaster","1 Saunders St","","PYRMONT","NSW","2009","1390743"
"2004 Federal Election","5127","ATW31","Access 31","Broadcaster","PO Box 311","","CLOVERDALE","WA","6105","1716"
"2004 Federal Election","2297","AUSTAR Entertainment Pty Ltd","United International Holdings Inc","Broadcaster","Locked Bag A3940","","SYDNEY SOUTH","NSW","2000","415980"
"2004 Federal Election","2711","Australasian Catholic Record","Editorial Board A.C. Record","Publisher","99 Albert Road","","STRATHFIELD","NSW","2135","0"
"2004 Federal Election","2712","Australian Catholics","Australian Catholics Pty Ltd","Publisher","Po Box 553","","RICHMOND","VIC","3121","0"
"2004 Federal Election","4687","Australian Chinese TImes","Chinanet (Australia) Pty Ltd","Publisher","PO Box 628","","NORTH PERTH PRIVATE BOXES","WA","6906","1188"
"2004 Federal Election","4174","Australian Financial Review","John Fairfax Paublications","Publisher"," PO Box506","","SYDNEY GPO PRIVATE BOXES","NSW","2001","0"
"2004 Federal Election","2444","Australian Geographic","Australian Geographic Pty Ltd","Publisher","1627 Botany Road","","BANKSMEADOW","NSW","2019","9850"
"2004 Federal Election","3185","Australian Journal of Early Childhood","Early Childhood Australia","Publisher","PO Box 7105","","WATSON","ACT","2602","0"
"2004 Federal Election","3439","Australian Journal of Medical Science","Australian Institute of Medical Scientists","Publisher","Po Box 1911","","MILTON","QLD","4064","0"
"2004 Federal Election","3489","Australian Journal of Mining (AJM)","Informa Australia Pty Ltd","Publisher","Po Box Q1439","","QUEEN VICTORIA BUILDING PO","NSW","2000","0"
"2004 Federal Election","5252","Australian Journal of Pharmacy","APPCO Ltd","Publisher","Suite F2","1-15 Barr St","BALMAIN","NSW","2041","0"
"2004 Federal Election","5309","Australian Macedonian Weekly","Australian Macedonian Weekly","Publisher","PO Box 437","","RESERVOIR","VIC","3073","2650"
