"Event","Media ID","Name","Business Name","Return Type","Advertiser","Advertiser Type","Date Run","Amount"
"2004 Federal Election","5019","1332 4BU","Bundaberg Broadcasters Pty Ltd","Broadcaster","Australian Labor Party (ALP)","Party","03/10/2004","1196"
"2004 Federal Election","5019","1332 4BU","Bundaberg Broadcasters Pty Ltd","Broadcaster","National Party of Australia (Queensland)","Party","05/09/2004","169"
"2004 Federal Election","5019","1332 4BU","Bundaberg Broadcasters Pty Ltd","Broadcaster","National Party of Australia (Queensland)","Party","12/09/2004","283"
"2004 Federal Election","5019","1332 4BU","Bundaberg Broadcasters Pty Ltd","Broadcaster","National Party of Australia (Queensland)","Party","19/09/2004","974"
"2004 Federal Election","5019","1332 4BU","Bundaberg Broadcasters Pty Ltd","Broadcaster","National Party of Australia (Queensland)","Party","26/09/2004","2081"
"2004 Federal Election","5019","1332 4BU","Bundaberg Broadcasters Pty Ltd","Broadcaster","National Party of Australia (Queensland)","Party","03/10/2004","2009"
"2004 Federal Election","4265","1350 2LF","Radio 2LF Pty Ltd","Broadcaster","ANDREN, Peter James","Candidate","04/10/2004","316"
"2004 Federal Election","4265","1350 2LF","Radio 2LF Pty Ltd","Broadcaster","Family First Party","Party","29/09/2004","704"
"2004 Federal Election","4265","1350 2LF","Radio 2LF Pty Ltd","Broadcaster","Liberal Party of Australia, NSW Division","Party","27/09/2004","1232"
"2004 Federal Election","4265","1350 2LF","Radio 2LF Pty Ltd","Broadcaster","SCHOFIELD, Arthur James","Candidate","29/09/2004","834"
"2004 Federal Election","4265","1350 2LF","Radio 2LF Pty Ltd","Broadcaster","UNGER, Paul Thomas","Candidate","30/09/2004","33"
"2004 Federal Election","4265","1350 2LF","Radio 2LF Pty Ltd","Broadcaster","UNGER, Paul Thomas","Candidate","01/10/2004","132"
"2004 Federal Election","4265","1350 2LF","Radio 2LF Pty Ltd","Broadcaster","UNGER, Paul Thomas","Candidate","05/10/2004","181"
"2004 Federal Election","4498","1449 2MG","Mudgee Broadcasting Company Pty Ltd","Broadcaster","National Party of Australia - N.S.W.","Party","06/09/2004","114"
"2004 Federal Election","4498","1449 2MG","Mudgee Broadcasting Company Pty Ltd","Broadcaster","National Party of Australia - N.S.W.","Party","27/09/2004","104"
"2004 Federal Election","4498","1449 2MG","Mudgee Broadcasting Company Pty Ltd","Broadcaster","National Party of Australia (Queensland)","Party","27/09/2004","1632"
"2004 Federal Election","4465","1503 2BS Gold","Bathurst Broadcasters Pty Ltd","Broadcaster","ANDREN, Peter James","Candidate","30/09/2004","670"
"2004 Federal Election","4465","1503 2BS Gold","Bathurst Broadcasters Pty Ltd","Broadcaster","GRIFFITH, Robert John","Candidate","29/09/2004","1563"
"2004 Federal Election","4465","1503 2BS Gold","Bathurst Broadcasters Pty Ltd","Broadcaster","GRIFFITH, Robert John","Candidate","01/10/2004","840"
"2004 Federal Election","4505","1521 2QN","Rich Rivers Radio Pty Ltd","Broadcaster","BURBIDGE, John West","Candidate","30/09/2004","132"
"2004 Federal Election","4505","1521 2QN","Rich Rivers Radio Pty Ltd","Broadcaster","Liberal Party of Australia, NSW Division","Party","06/10/2004","2277"
"2004 Federal Election","4426","1CBR - Mix106.3","Canberra FM Radio Pty Ltd","Broadcaster","Australian Greens","Party","04/10/2004","4031"
"2004 Federal Election","4426","1CBR - Mix106.3","Canberra FM Radio Pty Ltd","Broadcaster","HUMPHRIES, Gary","Candidate","04/10/2004","3036"
"2004 Federal Election","4426","1CBR - Mix106.3","Canberra FM Radio Pty Ltd","Broadcaster","Liberal Party of Australia - ACT Division","Party","27/09/2004","3795"
"2004 Federal Election","4426","1CBR - Mix106.3","Canberra FM Radio Pty Ltd","Broadcaster","Liberal Party of Australia - ACT Division","Party","27/09/2004","8551"
"2004 Federal Election","4426","1CBR - Mix106.3","Canberra FM Radio Pty Ltd","Broadcaster","Liberal Party of Australia - ACT Division","Party","29/09/2004","1265"
"2004 Federal Election","4426","1CBR - Mix106.3","Canberra FM Radio Pty Ltd","Broadcaster","WATT, Kevin Ernest","Candidate","30/09/2004","4048"
"2004 Federal Election","4805","1WAY FM","Canberra Christian Radio Limited","Broadcaster","Australian Christian Lobby","Third Party","05/10/2004","105"
"2004 Federal Election","5153","2 ROC","Campbelltown Radio Pty Ltd","Broadcaster","Liberal Party of Australia, NSW Division","Party","04/07/2004","2032"
"2004 Federal Election","5153","2 ROC","Campbelltown Radio Pty Ltd","Broadcaster","Liberal Party of Australia, NSW Division","Party","04/07/2004","18975"
"2004 Federal Election","4132","2AD","New England Broadcasters Pty Ltd","Broadcaster","National Party of Australia - N.S.W.","Party","27/09/2004","1689"
"2004 Federal Election","4132","2AD","New England Broadcasters Pty Ltd","Broadcaster","National Party of Australia - N.S.W.","Party","02/10/2004","580"
"2004 Federal Election","4132","2AD","New England Broadcasters Pty Ltd","Broadcaster","WINDSOR, Antony Harold","Candidate","27/09/2004","1056"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","Australian Labor Party (N.S.W. Branch)","Party","20/09/2004","66"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","Australian Labor Party (N.S.W. Branch)","Party","21/09/2004","66"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","Australian Labor Party (N.S.W. Branch)","Party","22/09/2004","66"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","Australian Labor Party (N.S.W. Branch)","Party","23/09/2004","66"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","Australian Labor Party (N.S.W. Branch)","Party","24/09/2004","66"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","National Party of Australia - N.S.W.","Party","13/09/2004","66"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","National Party of Australia - N.S.W.","Party","14/09/2004","66"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","National Party of Australia - N.S.W.","Party","15/09/2004","66"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","National Party of Australia - N.S.W.","Party","16/09/2004","66"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","National Party of Australia - N.S.W.","Party","17/09/2004","66"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","National Party of Australia - N.S.W.","Party","20/09/2004","66"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","National Party of Australia - N.S.W.","Party","21/09/2004","66"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","National Party of Australia - N.S.W.","Party","22/09/2004","66"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","National Party of Australia - N.S.W.","Party","23/09/2004","66"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","National Party of Australia - N.S.W.","Party","24/09/2004","66"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","National Party of Australia - N.S.W.","Party","27/09/2004","66"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","National Party of Australia - N.S.W.","Party","28/09/2004","66"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","National Party of Australia - N.S.W.","Party","29/09/2004","66"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","National Party of Australia - N.S.W.","Party","30/09/2004","66"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","National Party of Australia - N.S.W.","Party","01/10/2004","66"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","National Party of Australia - N.S.W.","Party","04/10/2004","66"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","National Party of Australia - N.S.W.","Party","05/10/2004","66"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","National Party of Australia - N.S.W.","Party","06/10/2004","66"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","National Union of Students Inc","Third Party","25/09/2004","82"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","National Union of Students Inc","Third Party","26/09/2004","82"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","National Union of Students Inc","Third Party","27/09/2004","82"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","National Union of Students Inc","Third Party","28/09/2004","82"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","National Union of Students Inc","Third Party","29/09/2004","82"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","National Union of Students Inc","Third Party","30/09/2004","82"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","National Union of Students Inc","Third Party","01/10/2004","82"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","National Union of Students Inc","Third Party","02/10/2004","82"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","National Union of Students Inc","Third Party","03/10/2004","82"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","National Union of Students Inc","Third Party","04/10/2004","82"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","National Union of Students Inc","Third Party","05/10/2004","82"
"2004 Federal Election","5227","2BAY FM","Bay FM Community Radio Incorporated","Broadcaster","National Union of Students Inc","Third Party","06/10/2004","82"
"2004 Federal Election","4358","2BDR","Goulburn & Border Broadcasters Pty Ltd","Broadcaster","Australian Labor Party (N.S.W. Branch)","Party","01/10/2004","778"
"2004 Federal Election","4358","2BDR","Goulburn & Border Broadcasters Pty Ltd","Broadcaster","Australian Labor Party (N.S.W. Branch)","Party","01/10/2004","1402"
"2004 Federal Election","4358","2BDR","Goulburn & Border Broadcasters Pty Ltd","Broadcaster","Australian Labor Party (N.S.W. Branch)","Party","01/10/2004","2076"
"2004 Federal Election","4358","2BDR","Goulburn & Border Broadcasters Pty Ltd","Broadcaster","UNGER, Paul Thomas","Candidate","30/09/2004","27"
"2004 Federal Election","4358","2BDR","Goulburn & Border Broadcasters Pty Ltd","Broadcaster","UNGER, Paul Thomas","Candidate","01/10/2004","132"
"2004 Federal Election","4358","2BDR","Goulburn & Border Broadcasters Pty Ltd","Broadcaster","UNGER, Paul Thomas","Candidate","05/10/2004","280"
"2004 Federal Election","4441","2BH","Radio Outback Pty Ltd","Broadcaster","National Party of Australia (Queensland)","Party","30/09/2004","311"
"2004 Federal Election","4441","2BH","Radio Outback Pty Ltd","Broadcaster","National Party of Australia (Queensland)","Party","30/09/2004","519"
"2004 Federal Election","4441","2BH","Radio Outback Pty Ltd","Broadcaster","UNGER, Paul Thomas","Candidate","30/09/2004","29"
"2004 Federal Election","4441","2BH","Radio Outback Pty Ltd","Broadcaster","UNGER, Paul Thomas","Candidate","30/09/2004","138"
"2004 Federal Election","4441","2BH","Radio Outback Pty Ltd","Broadcaster","UNGER, Paul Thomas","Candidate","01/10/2004","118"
"2004 Federal Election","4421","2CA","Radio Canberra Pty Ltd t/a Radio 2CA","Broadcaster","Association of Parents and Friends of ACT Schools","Third Party","26/09/2004","1520"
"2004 Federal Election","4421","2CA","Radio Canberra Pty Ltd t/a Radio 2CA","Broadcaster","Australian Labor Party (N.S.W. Branch)","Party","21/09/2004","5060"
"2004 Federal Election","4421","2CA","Radio Canberra Pty Ltd t/a Radio 2CA","Broadcaster","Liberal Party of Australia (Victorian Division)","Party","29/09/2004","3400"
"2004 Federal Election","4421","2CA","Radio Canberra Pty Ltd t/a Radio 2CA","Broadcaster","Liberal Party of Australia (Victorian Division)","Party","01/10/2004","1120"
"2004 Federal Election","4421","2CA","Radio Canberra Pty Ltd t/a Radio 2CA","Broadcaster","Liberal Party of Australia (Victorian Division)","Party","01/10/2004","2550"
"2004 Federal Election","4421","2CA","Radio Canberra Pty Ltd t/a Radio 2CA","Broadcaster","Liberal Party of Australia (Victorian Division)","Party","03/10/2004","720"
"2004 Federal Election","4421","2CA","Radio Canberra Pty Ltd t/a Radio 2CA","Broadcaster","Liberal Party of Australia (Victorian Division)","Party","07/10/2004","3400"
"2004 Federal Election","4420","2CC","Radio Canberra Pty Ltd t/a Radio 2CC","Broadcaster","Association of Parents and Friends of ACT Schools","Third Party","26/09/2004","1520"
"2004 Federal Election","4420","2CC","Radio Canberra Pty Ltd t/a Radio 2CC","Broadcaster","Australian Greens","Party","04/10/2004","480"
"2004 Federal Election","4420","2CC","Radio Canberra Pty Ltd t/a Radio 2CC","Broadcaster","Australian Labor Party (N.S.W. Branch)","Party","21/09/2004","5060"
"2004 Federal Election","4420","2CC","Radio Canberra Pty Ltd t/a Radio 2CC","Broadcaster","Australian Labor Party (N.S.W. Branch)","Party","02/10/2004","500"
"2004 Federal Election","4420","2CC","Radio Canberra Pty Ltd t/a Radio 2CC","Broadcaster","Liberal Party of Australia - ACT Division","Party","01/10/2004","1880"
"2004 Federal Election","4420","2CC","Radio Canberra Pty Ltd t/a Radio 2CC","Broadcaster","Liberal Party of Australia - ACT Division","Party","03/10/2004","1120"
"2004 Federal Election","4420","2CC","Radio Canberra Pty Ltd t/a Radio 2CC","Broadcaster","Liberal Party of Australia (Victorian Division)","Party","29/09/2004","3400"
"2004 Federal Election","4420","2CC","Radio Canberra Pty Ltd t/a Radio 2CC","Broadcaster","Liberal Party of Australia (Victorian Division)","Party","01/10/2004","2550"
"2004 Federal Election","4420","2CC","Radio Canberra Pty Ltd t/a Radio 2CC","Broadcaster","Liberal Party of Australia (Victorian Division)","Party","05/10/2004","3400"
"2004 Federal Election","4259","2CH","Radio 2CH Pty Ltd","Broadcaster","Australian Labor Party (N.S.W. Branch)","Party","21/09/2004","7743"
"2004 Federal Election","4259","2CH","Radio 2CH Pty Ltd","Broadcaster","CFMEU NSW","Third Party","13/09/2004","4910"
"2004 Federal Election","4259","2CH","Radio 2CH Pty Ltd","Broadcaster","Pauline Hanson's One Nation","Party","28/09/2004","946"
"2004 Federal Election","5316","2CS","Commercial Radio Coffs Harbour","Broadcaster","National Party of Australia - N.S.W.","Party","23/09/2004","193"
"2004 Federal Election","5316","2CS","Commercial Radio Coffs Harbour","Broadcaster","National Party of Australia - N.S.W.","Party","24/09/2004","193"
"2004 Federal Election","5316","2CS","Commercial Radio Coffs Harbour","Broadcaster","National Party of Australia - N.S.W.","Party","25/09/2004","96"
"2004 Federal Election","5316","2CS","Commercial Radio Coffs Harbour","Broadcaster","National Party of Australia - N.S.W.","Party","26/09/2004","96"
"2004 Federal Election","5316","2CS","Commercial Radio Coffs Harbour","Broadcaster","National Party of Australia - N.S.W.","Party","27/09/2004","193"
"2004 Federal Election","5316","2CS","Commercial Radio Coffs Harbour","Broadcaster","National Party of Australia - N.S.W.","Party","28/09/2004","193"
"2004 Federal Election","5316","2CS","Commercial Radio Coffs Harbour","Broadcaster","National Party of Australia - N.S.W.","Party","28/09/2004","193"
"2004 Federal Election","5316","2CS","Commercial Radio Coffs Harbour","Broadcaster","National Party of Australia - N.S.W.","Party","29/09/2004","193"
