"Event","Return Type (Candidate/Senate Group)","Name","Party ID","Party Name","Electorate Name","Electorate State","Nil Return","Amendment No","Total Gift Value","Number Of Donors","Total Electoral Expenditure","Discretionary Benefits Received"
"2019 Federal election","Candidate","BYFIELD, Rebecca Anthea","184","Shooters, Fishers and Farmers Party","Tasmania","TAS","Y","0","0","0","0","0"
"2019 Federal election","Candidate","BYRNE, Anthony Michael","51","Australian Labor Party (Victorian Branch)","Holt","VIC","Y","0","0","0","0","0"
"2019 Federal election","Candidate","BYRNE, Peter Damien","197","Socialist Equality Party","Calwell","VIC","Y","0","0","0","0","0"
"2019 Federal election","Candidate","BYRNES, Amy Rose","28769","Animal Justice Party","Hinkler","QLD","N","0","0","0","50","0"
"2019 Federal election","Candidate","CADART, Bertrand","183","Liberal Democratic Party","Fairfax","QLD","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CAHILL, Jordan Louise","31","The Greens (WA) Inc","Western Australia","WA","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CALABRO, Antonino","29739","Rise Up Australia Party","Casey","VIC","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CALAUTTI, Michael Joseph","37962","WESTERN AUSTRALIA PARTY","Pearce","WA","N","0","0","0","250","0"
"2019 Federal election","Candidate","CALWELL-BROWNE, Asher Joseph","34719","Derryn Hinch's Justice Party","La Trobe","VIC","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CAMENZULI, Charles Joseph","46","Liberal Party of Australia, NSW Division","Parramatta","NSW","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CAMERON, Beverley Tani","38623","United Australia Party","Calare","NSW","N","0","4500","1","1100","0"
"2019 Federal election","Candidate","CAMERON, Brad Alan","38662","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Queensland","QLD","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CAMERON, Gaye","154","Pauline Hanson's One Nation","Cook","NSW","N","0","5807","8","18816","0"
"2019 Federal election","Candidate","CAMERON, Ian John","154","Pauline Hanson's One Nation","Victoria","VIC","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CAMERON, Judith Mary","34701","The Australian Greens - Victoria","Victoria","VIC","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CAMM, Amanda Jane","211","Liberal National Party of Queensland","Queensland","QLD","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CAMPBELL, Meredith Melinda","38662","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Western Australia","WA","N","0","0","0","2050","0"
"2019 Federal election","Candidate","CAMPBELL, Petra","27917","Sustainable Australia Party - Stop Overdevelopment / Corruption","Kingsford Smith","NSW","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CAMPBELL, Trudy Ann","188","Australian Citizens Party","Northern Territory","NT","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CAMPBELL, Wylie Owen","97","The Greens NSW","Shortland","NSW","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CANE, Michael","38623","United Australia Party","Mayo","SA","N","0","650","1","0","0"
"2019 Federal election","Candidate","CAO, Gui Dong","191","Christian Democratic Party (Fred Nile Group)","Grayndler","NSW","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CAREW-HOPKINS, Brian David","","Independent","Western Australia","WA","N","0","5500","3","5500","0"
"2019 Federal election","Candidate","CARMICHAEL, John William","","Independent","New South Wales","NSW","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CARMODY, Richard James","","Independent","Grey","SA","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CARRIE-WILSON, Sebastian Stewart John","34713","VOTEFLUX.ORG | Upgrade Democracy!","Victoria","VIC","N","0","170","9","2452","0"
"2019 Federal election","Candidate","CARSWELL, Brad Douglas","211","Liberal National Party of Queensland","Lilley","QLD","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CARTER, Travis Lesley","154","Pauline Hanson's One Nation","Brand","WA","N","0","4464","9","5467","0"
"2019 Federal election","Candidate","CARUANA, Edward Laurence","37312","Australian Workers Party","Lyne","NSW","N","0","0","0","3000","0"
"2019 Federal election","Candidate","CASEY, James Ward","97","The Greens NSW","Grayndler","NSW","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CASLEY, John Sommers Tiger","","Independent","Goldstein","VIC","N","0","0","0","13500","0"
"2019 Federal election","Candidate","CASTIEAU, Peter","37341","Australian Conservatives","Western Australia","WA","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CASTLEY, Leanne Gaye","40","Liberal Party of Australia - ACT Division","Fenner","ACT","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CASTRIQUE, Andrew John","38668","Australian Democrats","South Australia","SA","N","0","0","0","2000","0"
"2019 Federal election","Candidate","CAULFIELD, Darren James","37964","Australian Better Families","Queensland","QLD","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CHALMERS, James Edward","52","Australian Labor Party (State of Queensland)","Rankin","QLD","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CHAMPION, Aoife Mary","50","Australian Labor Party (N.S.W. Branch)","Hume","NSW","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CHAMPION, Candace","32","Australian Greens","Grey","SA","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CHAMPION, Nicholas David","54","Australian Labor Party (South Australian Branch)","Spence","SA","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CHANDLER, Claire","36","Liberal Party of Australia - Tasmanian Division","Tasmania","TAS","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CHANDLER, William Robert","","Independent","Kooyong","VIC","N","0","3922","37","5578","0"
"2019 Federal election","Candidate","CHANDLER-MATHER, Max","186","Queensland Greens","Griffith","QLD","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CHANDRA, Sunny Pratap","","Independent","Victoria","VIC","N","0","0","0","80000","0"
"2019 Federal election","Candidate","CHANDRALA, Aruna","50","Australian Labor Party (N.S.W. Branch)","New South Wales","NSW","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CHANG, Tshung-Hui","154","Pauline Hanson's One Nation","Swan","WA","N","0","0","0","65","0"
"2019 Federal election","Candidate","CHARLETON, Peter Robson","","Independent","Casey","VIC","N","0","3600","4","13570","0"
"2019 Federal election","Candidate","CHARLTON, Anne Louise","50","Australian Labor Party (N.S.W. Branch)","Robertson","NSW","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CHAU, Vinh Van","38623","United Australia Party","Fraser","VIC","N","0","4500","1","2681","0"
"2019 Federal election","Candidate","CHAWLA, Sahil","38623","United Australia Party","Burt","WA","N","0","4500","1","5000","0"
"2019 Federal election","Candidate","CHEHOFF, Michael","217","Australia First Party (NSW) Incorporated","Swan","WA","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CHEN, Shuyi","191","Christian Democratic Party (Fred Nile Group)","Calare","NSW","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CHEOK, Adrian David","38662","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Boothby","SA","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CHESTER, Darren Jeffrey","39","National Party of Australia - Victoria","Gippsland","VIC","N","0","0","0","288","0"
"2019 Federal election","Candidate","CHESTERFIELD-EVANS, Arthur","","Independent","North Sydney","NSW","N","0","0","0","12670","0"
"2019 Federal election","Candidate","CHESTERS, Lisa Marie","51","Australian Labor Party (Victorian Branch)","Bendigo","VIC","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CHETTIPALLY, Livingston","46","Liberal Party of Australia, NSW Division","Chifley","NSW","N","0","0","0","20602","0"
"2019 Federal election","Candidate","CHHABRA, Prakul","38623","United Australia Party","Calwell","VIC","N","0","4500","1","1400","0"
"2019 Federal election","Candidate","CHIA, Rosalind Marie","97","The Greens NSW","New South Wales","NSW","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CHIDLEY, Emmeline Camillus","186","Queensland Greens","Maranoa","QLD","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CHILCOTT, Rodney Ralph","38623","United Australia Party","Moore","WA","N","0","4500","1","5000","0"
"2019 Federal election","Candidate","CHRISTENSEN, George Robert","211","Liberal National Party of Queensland","Dawson","QLD","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CHRISTIANSEN, Darren Lee","38662","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Maranoa","QLD","N","0","0","0","10000","0"
"2019 Federal election","Candidate","CHRISTIE, Jamie Alan","","Independent","Bean","ACT","N","0","0","0","145519","0"
"2019 Federal election","Candidate","CICCONE, Raffaele","51","Australian Labor Party (Victorian Branch)","Victoria","VIC","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CLANCY, Nadia Peace","54","Australian Labor Party (South Australian Branch)","Boothby","SA","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CLARE, Brian Francis Buckley","38662","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Warringah","NSW","N","0","2000","1","4311","0"
"2019 Federal election","Candidate","CLARE, Jason Dean","50","Australian Labor Party (N.S.W. Branch)","Blaxland","NSW","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CLARK, Philippa Jean","97","The Greens NSW","New South Wales","NSW","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CLARK, Ryan Leslie","34719","Derryn Hinch's Justice Party","Casey","VIC","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CLARKE, Brendan Michael","30414","Science Party","Berowra","NSW","N","0","0","0","3120","0"
"2019 Federal election","Candidate","CLARKE, Brett Nathan","37962","WESTERN AUSTRALIA PARTY","Canning","WA","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CLARKE, Shane Jonathen","38623","United Australia Party","Bowman","QLD","N","0","1500","1","750","0"
"2019 Federal election","Candidate","CLAYDON, Sharon Catherine","50","Australian Labor Party (N.S.W. Branch)","Newcastle","NSW","Y","0","0","0","0","0"
"2019 Federal election","Candidate","COCKS, Edward John","40","Liberal Party of Australia - ACT Division","Bean","ACT","Y","0","0","0","0","0"
"2019 Federal election","Candidate","COKER, Elizabeth Ann","51","Australian Labor Party (Victorian Branch)","Corangamite","VIC","Y","0","0","0","0","0"
"2019 Federal election","Candidate","COLBECK, Richard Mansell","36","Liberal Party of Australia - Tasmanian Division","Tasmania","TAS","Y","0","0","0","0","0"
"2019 Federal election","Candidate","COLE, Damien Mojique","","Independent","Corangamite","VIC","N","0","24584","60","23383","0"
"2019 Federal election","Candidate","COLEMAN, David Bernard","46","Liberal Party of Australia, NSW Division","Banks","NSW","Y","0","0","0","0","0"
"2019 Federal election","Candidate","COLEMAN, Robyn Leonie","27917","Sustainable Australia Party - Stop Overdevelopment / Corruption","South Australia","SA","Y","0","0","0","0","0"
"2019 Federal election","Candidate","COLES, Donald Gordon","38662","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Lilley","QLD","Y","0","0","0","0","0"
"2019 Federal election","Candidate","COLLINS, Julie Elizabeth","191","Christian Democratic Party (Fred Nile Group)","New England","NSW","Y","0","0","0","0","0"
"2019 Federal election","Candidate","COLLINS, Julie Maree","27","Australian Labor Party (Tasmanian Branch)","Franklin","TAS","N","0","9999","31","38301","0"
"2019 Federal election","Candidate","COLLINS, Simone Gaye","31","The Greens (WA) Inc","Burt","WA","Y","0","0","0","0","0"
"2019 Federal election","Candidate","COLLIS, Rachel Melissa","38623","United Australia Party","Makin","SA","N","0","4500","1","4000","0"
"2019 Federal election","Candidate","COLLYER, David James","38668","Australian Democrats","Victoria","VIC","Y","0","0","0","0","0"
"2019 Federal election","Candidate","COMMANE, Damian Anthony Manuera","154","Pauline Hanson's One Nation","McMahon","NSW","N","0","0","0","7972","0"
"2019 Federal election","Candidate","CONAGHAN, Patrick John","37","National Party of Australia - N.S.W.","Cowper","NSW","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CONNELLY, Vincent Gerard","41","Liberal Party (W.A. Division) Inc","Stirling","WA","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CONNOLLY, Wayne John","38623","United Australia Party","Goldstein","VIC","N","0","4500","1","3000","0"
"2019 Federal election","Candidate","CONNOR, Catherine Mary","97","The Greens NSW","Robertson","NSW","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CONROY, Patrick Martin","50","Australian Labor Party (N.S.W. Branch)","Shortland","NSW","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CONSANDINE, Peter Warren","37363","Republican Party of Australia","Victoria","VIC","N","0","0","0","4260","0"
"2019 Federal election","Candidate","CONSTABLE, Gae Marie","28769","Animal Justice Party","Hughes","NSW","Y","0","0","0","0","0"
"2019 Federal election","Candidate","COOKE, Brett Robert","184","Shooters, Fishers and Farmers Party","New South Wales","NSW","Y","0","0","0","0","0"
"2019 Federal election","Candidate","COOKSON, Asher Michael","34701","The Australian Greens - Victoria","Aston","VIC","Y","0","0","0","0","0"
"2019 Federal election","Candidate","COOPER, Carl Gerard","37","National Party of Australia - N.S.W.","Bass","TAS","Y","0","0","0","0","0"
"2019 Federal election","Candidate","COOPER, Mark William","31","The Greens (WA) Inc","Cowan","WA","Y","0","0","0","0","0"
"2019 Federal election","Candidate","CORDNER HUNT, Kammy Baillieu","38672","Independents CAN","Victoria","VIC","N","0","4000","2","7500","0"
"2019 Federal election","Candidate","COSSAR, Peter Andrew John","52","Australian Labor Party (State of Queensland)","Ryan","QLD","Y","0","0","0","0","0"
"2019 Federal election","Candidate","COSTA, Phillip John","50","Australian Labor Party (N.S.W. Branch)","Lyne","NSW","Y","0","0","0","0","0"
"2019 Federal election","Candidate","COSTANTINO, Vinita","28769","Animal Justice Party","Deakin","VIC","Y","0","0","0","0","0"
"2019 Federal election","Candidate","COTTER, Neil Thomas","186","Queensland Greens","Rankin","QLD","Y","0","0","0","0","0"
"2019 Federal election","Candidate","COTTERILL, Joanne Gail","34713","VOTEFLUX.ORG | Upgrade Democracy!","New South Wales","NSW","Y","0","0","0","0","0"
"2019 Federal election","Candidate","COULTON, Mark Maclean","37","National Party of Australia - N.S.W.","Parkes","NSW","Y","0","0","0","0","0"
"2019 Federal election","Candidate","COUTTS, Leah Marie","28769","Animal Justice Party","Queensland","QLD","N","0","0","0","37","0"
"2019 Federal election","Candidate","COWLING, Kylie Natasha","38623","United Australia Party","Fairfax","QLD","N","0","2100","1","0","0"
"2019 Federal election","Candidate","COWTON, Gary Phillip","","Independent","Australian Capital Territory","ACT","Y","0","0","0","0","0"
"2019 Federal election","Candidate","COX, Henry Raymond Tweedale","","Independent","South Australia","SA","N","0","0","0","7500","0"
"2019 Federal election","Candidate","COX, Morgan","191","Christian Democratic Party (Fred Nile Group)","Richmond","NSW","Y","0","0","0","0","0"
"2019 Federal election","Candidate","COYNE, Benedict Joseph","186","Queensland Greens","Dickson","QLD","Y","0","0","0","0","0"
"2019 Federal election","Candidate","COZYN, Peter Wallis","38623","United Australia Party","Ballarat","VIC","N","0","4500","1","500","0"
